Location ID,Place ID,Governorate,District,Location Name,Arabic Name,Latitude,Longitude,Families,Individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salahal Din,Sulaymaniyah,Thi Qar,Wassit,Camp,Hostfamilies,Hotel Motel,Informalsettlements,Other,Religiousbuilding,Rented pre Apr 2019,Rented Habitable,Rented Uninhabitable,Schoolbuilding,Unfinishedbuilding,Unknownsheltertype,Pre June14 Period of displacement,June July14 Period of displacement,August14 Period of displacement,Post September 14 Period of displacement,Post April15 Period of displacement,Post March 16 Period of displacement,Post 17 October 16 Period of displacement,July 17 Period of displacement
1101001,7861,Dahuk,Amedi,Amedi,??????,37.0923890175,43.4877579895,14,84,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,3,11,0,0,0,0,0
1101002,8171,Dahuk,Amedi,Aradin,?????,37.1086106680,43.3195580462,7,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0
1101004,8189,Dahuk,Amedi,Bamarne,??????,37.1205771897,43.2694388383,15,90,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,2,0,0,0,8,0,0,2,0,0,1,14,0,0,0,0,0
1101005,7770,Dahuk,Amedi,Chamanke,??????,36.9379560964,43.4125721812,82,492,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,8,0,0,0,0,0,54,0,0,20,0,0,40,42,0,0,0,0,0
1101006,24920,Dahuk,Amedi,Dawadia Camp,???? ??????,37.0936533072,43.2278982352,634,3804,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,2,632,0,0,0,0,0
1101007,8229,Dahuk,Amedi,Deraluk,??????,37.0550435982,43.6520493186,22,132,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,10,11,0,0,0,0,0
1101008,7860,Dahuk,Amedi,Inishke,??????,37.1086991116,43.3616444364,27,162,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,27,0,0,0,0,0
1101009,8443,Dahuk,Amedi,Kani Mase,???? ????,37.2280364508,43.4386227828,12,72,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
1101010,23903,Dahuk,Amedi,Kaniya Mala,????? ????,37.1009044216,43.4948611687,24,144,2,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,2,7,15,0,0,0,0,0
1101011,7862,Dahuk,Amedi,Qadish Collective,???,37.1005320168,43.3857299169,17,102,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,12,5,0,0,0,0,0
1101012,7835,Dahuk,Amedi,Sarsink,?????,37.0393145523,43.3437816916,71,426,0,0,0,0,0,0,0,0,0,0,0,0,59,0,12,0,0,0,0,14,0,0,0,0,0,52,0,0,5,0,0,23,48,0,0,0,0,0
1101013,7833,Dahuk,Amedi,Sheladize Collective,???????,37.0284608985,43.7888374740,19,114,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,15,4,0,0,0,0,0
1101014,7867,Dahuk,Amedi,Sikreen,?????,37.0390828925,43.2793782839,7,42,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,6,0,0,0,0,0
1101015,26044,Dahuk,Amedi,Sowaratoka,????????,37.0086424248,43.2267616438,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1101019,7768,Dahuk,Amedi,Mizi Village,???? ????,36.9453094847,43.3919341569,56,336,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
1101020,27120,Dahuk,Amedi,Nahla Area,????? ????,36.8637097200,43.6931772100,45,270,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,0,0,0
1101021,22613,Dahuk,Amedi,Azadi,?????,37.0468127113,43.3618780564,9,54,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,1,0,0,0,0,0
1101022,29567,Dahuk,Amedi,Kani,????,37.0838083045,43.5248701664,6,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1101023,22546,Dahuk,Amedi,Kanika,??????,37.0667009178,43.2638110327,8,48,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0
1101024,7788,Dahuk,Amedi,Hamza,????,37.1181824294,43.1659550960,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
1101025,8224,Dahuk,Amedi,Dawodia Village,???? ??????,37.0892727472,43.2205836849,4,24,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1101026,7785,Dahuk,Amedi,Ghlbish,?????,37.1022617076,43.2037138542,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
1101027,33583,Dahuk,Amedi,Dhe,???,37.1343966829,43.1787530486,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1101028,8419,Dahuk,Amedi,Shekh Mama,??? ???,37.0805007304,43.2602013604,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
1101029,8335,Dahuk,Amedi,Spindare,????????,36.9708461154,43.3168635067,16,96,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0
1101030,8666,Dahuk,Amedi,Barchi,????,37.0743061611,43.5816955119,6,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1101031,33584,Dahuk,Amedi,Goharze,??????,37.0725798348,43.6048442921,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1101032,8214,Dahuk,Amedi,Chalke,????,37.2314568488,43.1687031865,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
1101033,8525,Dahuk,Amedi,Merstak,??????,37.0892285581,43.5134378219,10,60,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3,7,0,0,0,0,0
1101034,8204,Dahuk,Amedi,Bebade,??????,37.0994976832,43.4532123645,7,42,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
1101035,8317,Dahuk,Amedi,Ska,???,37.0987907238,43.4771491891,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0
1101036,8615,Dahuk,Amedi,Sayidava,??????,37.0398945123,43.2496410299,16,96,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
1101037,8418,Dahuk,Amedi,Blijanke,????????,37.0905441273,43.4414385353,12,72,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
1101038,7896,Dahuk,Amedi,Benata,??????,37.0860218562,43.3759581316,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,4,0,0,0,0,0
1101039,7863,Dahuk,Amedi,Hamzike,??????,37.0932171343,43.4261213177,6,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
1102001,21971,Dahuk,Dahuk,Shorash (Al Jamyah),???? (???????),36.8704826594,42.9919024302,135,810,0,0,0,0,0,0,0,0,0,0,0,0,132,0,3,0,0,0,0,0,10,0,0,0,0,125,0,0,0,0,0,75,60,0,0,0,0,0
1102002,23580,Dahuk,Dahuk,Al Sinaah,???????,36.8542059767,43.0453071783,210,1260,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,133,77,0,0,0,0,0
1102003,26054,Dahuk,Dahuk,Ashti,????,36.8693988459,42.9826478287,33,198,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,6,27,0,0,0,0,0
1102005,8687,Dahuk,Dahuk,Bablu,?????,36.8763062985,43.1245938842,64,384,0,0,1,0,0,0,0,0,0,0,0,0,57,0,6,0,0,0,0,17,0,27,0,0,0,17,0,0,3,0,0,24,40,0,0,0,0,0
1102006,24801,Dahuk,Dahuk,Bagera,??????,36.9656684392,43.1701876219,95,570,0,0,0,0,0,0,0,0,0,0,0,0,93,0,2,0,0,0,0,31,0,0,0,0,0,58,0,0,6,0,0,21,74,0,0,0,0,0
1102007,26048,Dahuk,Dahuk,Bahdinan,???????,36.8637930663,42.9666342441,63,378,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,8,0,0,0,0,55,0,0,0,0,0,43,20,0,0,0,0,0
1102008,8538,Dahuk,Dahuk,Banye,????,36.9102061181,43.2361223849,42,252,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,31,0,0,0,42,0,0,0,0,0
1102009,7945,Dahuk,Dahuk,Baroshke,??????,36.8552191270,43.0234647604,318,1908,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,228,87,0,0,0,0,3
1102010,26051,Dahuk,Dahuk,Baroshke Complex,???? ??????,36.8501692328,43.0391753550,63,378,7,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,7,35,21,0,0,0,0,0
1102011,23710,Dahuk,Dahuk,Bazaar,?????(??? ?????),36.8622780044,42.9991088224,55,330,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,10,0,0,0,0,45,0,0,0,0,0,16,39,0,0,0,0,0
1102012,25899,Dahuk,Dahuk,Betase,??????,36.8205982757,43.1183061713,22,132,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,8,0,0,7,15,0,0,0,0,0
1102013,26052,Dahuk,Dahuk,Bintika,??????,36.8455205414,43.0112853365,36,216,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,11,25,0,0,0,0,0
1102014,26047,Dahuk,Dahuk,Botan,?????,36.8703008319,42.9708765209,86,516,1,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,20,0,0,0,0,66,0,0,0,0,1,22,63,0,0,0,0,0
1102015,23763,Dahuk,Dahuk,Dabin,?????,36.8653013829,42.9786747071,24,144,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,20,4,0,0,0,0,0
1102016,24302,Dahuk,Dahuk,Dabin 2,????? 2,36.8818269693,42.9423697898,382,2292,3,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,3,269,103,0,0,0,0,7
1102017,24185,Dahuk,Dahuk,Diyari,?????,36.8489900036,43.0229835090,29,174,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,8,21,0,0,0,0,0
1102018,7949,Dahuk,Dahuk,Eminke,??????,36.8598589802,43.0951110949,132,792,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,32,0,0,0,0,0,70,0,0,30,0,0,43,89,0,0,0,0,0
1102019,23711,Dahuk,Dahuk,Gali Dohuk,??? ????,36.8638748683,43.0063314959,20,120,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0
1102021,8371,Dahuk,Dahuk,Gavarrke,?????,36.8471850269,42.9398705996,20,120,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,7,13,0,0,0,0,0
1102022,24628,Dahuk,Dahuk,Etit,?????,36.8447040790,43.0823191740,275,1650,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,25,0,0,0,0,0,233,0,0,17,0,0,113,132,0,0,0,0,30
1102023,21509,Dahuk,Dahuk,Kari Basi,??? ????,36.8680922519,42.9894701856,200,1200,4,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,6,32,0,0,0,0,162,0,0,0,0,4,81,115,0,0,0,0,0
1102024,24184,Dahuk,Dahuk,Khabat Kojar,????(????),36.8564135522,43.0026346984,145,870,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,9,0,0,0,0,136,0,0,0,0,0,67,78,0,0,0,0,0
1102025,8871,Dahuk,Dahuk,Kora,????,36.9342194987,43.1478301239,66,396,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,30,0,2,0,0,0,24,0,0,10,0,0,6,60,0,0,0,0,0
1102027,7984,Dahuk,Dahuk,Kevila,??????,36.8901529412,42.9151907399,104,624,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,6,0,0,5,99,0,0,0,0,0
1102029,26046,Dahuk,Dahuk,Upper Malta,????? ??????,36.8615099478,42.9419914694,133,798,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,20,0,0,0,0,113,0,0,0,0,0,89,41,0,0,0,0,3
1102030,26045,Dahuk,Dahuk,Lower Malta,????? ????,36.8515582186,42.9319143926,108,648,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,9,0,0,0,0,0,99,0,0,0,0,0,39,69,0,0,0,0,0
1102031,7964,Dahuk,Dahuk,Mangesh,??????,37.0358762780,43.0964621093,23,138,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,1,22,0,0,0,0,0
1102032,24092,Dahuk,Dahuk,Masik-1,????? 1,36.8811633973,42.9483022751,170,1020,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,12,18,0,0,0,0,133,0,0,7,0,0,57,77,0,0,0,0,36
1102033,24093,Dahuk,Dahuk,Masik-2,????? 2,36.8730314009,42.9412576627,138,828,2,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,7,0,2,25,109,0,0,0,0,2
1102035,24802,Dahuk,Dahuk,Mazi,????,36.8554966559,42.9760557794,110,660,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,2,0,0,63,47,0,0,0,0,0
1102036,24803,Dahuk,Dahuk,Midiya,?????,36.8537717904,42.9629055892,35,210,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,0,0,0,0,0,30,0,0,0,0,0,7,28,0,0,0,0,0
1102037,24644,Dahuk,Dahuk,Muhabad,??????,36.8482851035,43.0305240559,21,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0
1102038,23905,Dahuk,Dahuk,Naor,?????,36.8585541999,43.0117164789,144,864,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,89,55,0,0,0,0,0
1102039,7946,Dahuk,Dahuk,Nazarke,??????,36.8461278321,43.0477659993,275,1650,0,0,0,0,0,0,0,0,0,0,0,0,260,0,15,0,0,0,0,30,0,0,0,0,0,215,0,0,30,0,0,98,177,0,0,0,0,0
1102040,24188,Dahuk,Dahuk,Qassara,?????,36.8419729136,42.9320372118,34,204,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,15,0,0,4,30,0,0,0,0,0
1102041,8468,Dahuk,Dahuk,Rashanke,??????,36.9299783168,43.1983793111,57,342,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,14,0,9,0,0,0,25,0,0,9,0,0,3,54,0,0,0,0,0
1102042,23712,Dahuk,Dahuk,Raza,???,36.8502435242,42.9850225249,210,1260,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,7,0,0,0,0,0,203,0,0,0,0,0,84,126,0,0,0,0,0
1102043,26049,Dahuk,Dahuk,Sarbasti,??????,36.8504093869,43.0095617029,28,168,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,2,26,0,0,0,0,0
1102044,23902,Dahuk,Dahuk,Sarheldan,???????,36.8537066286,43.0365376921,228,1368,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,136,92,0,0,0,0,0
1102045,26053,Dahuk,Dahuk,Shahidan,??????,36.8685497368,42.9945035567,80,480,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,2,0,0,0,0,78,0,0,0,0,0,7,71,0,0,0,0,2
1102046,8373,Dahuk,Dahuk,Shakhke,?????,36.8762293618,42.9790989235,190,1140,7,0,0,0,0,0,0,0,0,0,0,0,180,0,3,0,0,0,0,37,0,0,0,0,0,153,0,0,0,0,7,80,103,0,0,0,0,0
1102047,21979,Dahuk,Dahuk,Shele,????,36.8575836915,42.9986844870,22,132,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,6,16,0,0,0,0,0
1102048,8372,Dahuk,Dahuk,Shindukha,??????,36.8462234223,42.9683868196,51,306,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,19,30,0,0,0,0,2
1102049,7921,Dahuk,Dahuk,Zawita,??????,36.9060676050,43.1464300223,79,474,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,24,0,1,0,0,0,50,0,0,4,0,0,33,29,0,0,0,0,17
1102050,25898,Dahuk,Dahuk,Avrike,??????,36.8317640341,43.1187556661,204,1224,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,54,0,0,0,0,0,101,0,0,49,0,0,107,97,0,0,0,0,0
1102051,8867,Dahuk,Dahuk,Zeri Land,??? ????,36.8702833927,42.9587175780,497,2982,11,0,0,0,0,0,0,0,0,0,0,0,483,0,3,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,11,340,138,0,0,0,0,8
1102052,24186,Dahuk,Dahuk,Zirka,????,36.8711301218,42.9304243859,116,696,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,30,0,0,60,54,0,0,0,0,2
1102053,24187,Dahuk,Dahuk,Zozan,?????,36.8595380545,43.0057034373,98,588,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,33,65,0,0,0,0,0
1102057,8822,Dahuk,Dahuk,Banasora,???????,37.0154933981,43.0163823825,77,462,0,0,0,0,0,0,0,0,0,0,0,0,74,0,3,0,0,0,0,48,0,0,0,0,0,2,0,0,27,0,0,5,72,0,0,0,0,0
1102058,8238,Dahuk,Dahuk,Kovle,?????,37.0468524247,43.1388632746,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1102059,8460,Dahuk,Dahuk,Mjlmakht,??????,37.0191695446,43.1657111175,9,54,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1102060,8193,Dahuk,Dahuk,Baroshka Saadin,?????? ?????,37.0671418950,43.0790609133,27,162,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
1102061,29698,Dahuk,Dahuk,Nawroz,?????,36.8657196578,42.9895742833,38,228,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,8,30,0,0,0,0,0
1102063,33474,Dahuk,Dahuk,Rizgari,??????,36.8525779027,42.9500391596,55,330,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,2,0,0,0,0,0,52,0,0,1,0,0,5,50,0,0,0,0,0
1103001,24800,Dahuk,Sumel,Avro City,???? ????,36.8574288717,42.9076159867,1184,7104,1,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,200,0,0,0,0,0,984,0,0,0,0,1,997,186,0,0,0,0,0
1103002,8044,Dahuk,Sumel,Bajit Kandala,???? ?????,37.0472578910,42.4509848689,109,654,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,91,0,7,0,0,0,0,0,0,11,0,0,0,109,0,0,0,0,0
1103003,24790,Dahuk,Sumel,Bajet Kandala Camp,???? ???? ??????,37.0558176814,42.4460285564,2052,12312,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0,0,0,0,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,3,0,0,0
1103004,8019,Dahuk,Sumel,Bakhitme,??????,36.8069655970,42.8592781877,26,156,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,7,0,0,0,26,0,0,0,0,0
1103005,25993,Dahuk,Sumel,Basetki,??????,36.9568378737,42.7294366178,169,1014,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,25,0,0,44,95,0,0,0,0,30
1103006,8196,Dahuk,Sumel,Batel,?????,36.9610934335,42.6808735675,89,534,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,80,0,0,0,0,0,6,0,0,3,0,0,43,32,0,0,0,0,14
1103007,8018,Dahuk,Sumel,Bazalan,??????,36.8150284896,42.9142929512,54,324,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,33,0,0,30,24,0,0,0,0,0
1103009,8239,Dahuk,Sumel,Fayda,?????,36.7568274843,42.9256268626,311,1866,1,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,29,0,0,0,0,0,271,0,0,11,0,1,251,49,0,0,0,0,10
1103010,25622,Dahuk,Sumel,Moaskar Domiz,????? ?????,36.7876371577,42.9072132437,276,1656,0,0,1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,75,0,0,0,0,0,197,0,0,4,0,0,197,73,0,0,0,0,6
1103011,25623,Dahuk,Sumel,Waarvin City,?????? ???,36.8006019234,42.9123376075,320,1920,0,0,2,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,54,0,0,0,0,0,264,0,0,2,0,0,238,65,0,0,0,0,17
1103012,8246,Dahuk,Sumel,Girsheen,?????,36.9924547544,42.6007082224,68,408,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,11,0,0,10,41,0,0,0,0,17
1103014,24794,Dahuk,Sumel,Kabarto 1 Camp,???? ????? 1,36.7892999510,42.8566103893,2559,15354,0,0,0,0,0,0,0,0,0,0,0,0,2559,0,0,0,0,0,2559,0,0,0,0,0,0,0,0,0,0,0,0,121,2432,0,0,0,0,6
1103015,24795,Dahuk,Sumel,Kabarto 2 Camp,???? ????? 2,36.7878435202,42.8566065223,2598,15588,0,0,0,0,0,0,0,0,0,0,0,0,2598,0,0,0,0,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,2594,0,0,0,0,4
1103017,8656,Dahuk,Sumel,Khanke Camp,???? ?????,36.7786621516,42.7746618699,2836,17016,0,0,0,0,0,0,0,0,0,0,0,0,2836,0,0,0,0,0,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,0,0,0,0,0
1103018,25777,Dahuk,Sumel,Dolib,???,36.8405217158,42.9009358077,24,144,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,3,21,0,0,0,0,0
1103019,25778,Dahuk,Sumel,Hawshke,?????,36.8737164870,42.8876305439,21,126,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,14,0,0,0,14,0,0,0,0,7
1103020,8873,Dahuk,Sumel,Misereek,??????,36.8625503803,42.8052663478,921,5526,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,210,0,0,0,0,0,711,0,0,0,0,0,561,214,0,0,0,0,146
1103021,7990,Dahuk,Sumel,Namrike,??????,36.7388267266,42.8842706347,13,78,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,7,0,0,10,0,0,0,0,0,3
1103022,24791,Dahuk,Sumel,Rwanga Community Camp,???? ??????,37.0583354983,42.6191397350,2619,15714,0,0,0,0,0,0,0,0,0,0,0,0,2619,0,0,0,0,0,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,0,0,0,0,0
1103023,7989,Dahuk,Sumel,Seje,????,36.9132638807,42.8877075367,480,2880,0,0,0,0,0,0,0,0,1,0,0,0,479,0,0,0,0,0,0,28,0,25,0,0,0,87,0,0,340,0,0,45,433,0,0,0,0,2
1103024,8336,Dahuk,Sumel,Semel,?????,36.8571911693,42.8494559975,1163,6978,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,1,0,0,0,0,214,0,0,0,0,0,913,0,0,36,0,0,789,324,0,0,0,0,50
1103025,8369,Dahuk,Sumel,Shariya,?????,36.7861301566,42.9779510047,4447,26682,0,0,0,0,0,0,0,0,0,0,0,0,4447,0,0,0,0,0,0,120,0,1458,0,0,0,1204,0,0,1665,0,0,0,4297,0,0,0,0,150
