Location ID,Place ID,Governorate,District,Location Name,Arabic Name,Latitude,Longitude,Families,Individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salahal Din,Sulaymaniyah,Thi Qar,Wassit,Camp,Hostfamilies,Hotel Motel,Informalsettlements,Other,Religiousbuilding,Rented pre Apr 2019,Rented Habitable,Rented Uninhabitable,Schoolbuilding,Unfinishedbuilding,Unknownsheltertype,Pre June14 Period of displacement,June July14 Period of displacement,August14 Period of displacement,Post September 14 Period of displacement,Post April15 Period of displacement,Post March 16 Period of displacement,Post 17 October 16 Period of displacement,July 17 Period of displacement
1310249,33377,Sulaymaniyah,Sulaymaniya,Hawara barza 218,????? ???? 218,35.5713146214,45.4624448165,119,714,34,8,25,0,0,21,0,0,0,0,0,0,8,0,23,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,11,39,11,23,23,5,5,2
1310250,33379,Sulaymaniyah,Sulaymaniya,Shahidani Azadi 214,??????? ????? 214,35.5652271063,45.4630728338,33,198,8,9,8,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,8,15,0,0,4,5,0,1
1310251,33381,Sulaymaniyah,Sulaymaniya,Aziz Awa,???? ???,35.5150378000,45.3536025000,62,372,1,0,4,0,0,0,0,0,10,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,1,6,45,0,0,0,0,10
1310252,5116,Sulaymaniyah,Sulaymaniya,Bazyan-Toy awlyaa,??????-??? ??????,35.5629258000,45.1577042000,34,204,7,0,3,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,13,11,8,0,0,0,0
1310253,33414,Sulaymaniyah,Sulaymaniya,Aween City,???? ???,35.5235948000,45.4252653000,20,120,0,7,4,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,15,0,1,0,0,0,1
1310254,33680,Sulaymaniyah,Sulaymaniya,Dara Rash,???? ??,35.3700357000,45.4939727000,5,30,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,1,0
2101002,23647,Anbar,Al-Ka'im,Al Aubaidi Al Qadima,??????? ??????? ,34.4202033065,41.2014588010,17,102,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2101029,66,Anbar,Al-Ka'im,Sadah,???? ????,34.3699557357,41.0925882979,36,216,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2101032,33176,Anbar,Al-Ka'im,Al Masharea,????????,34.4114870000,41.0067100000,121,726,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2101033,33175,Anbar,Al-Ka'im,Tiwaan,?????,34.2259007012,41.3417549255,45,270,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2102001,165,Anbar,Al-Rutba,Al Askaree,?? ???????,33.0380018894,40.3029699886,14,84,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14
2102002,150,Anbar,Al-Rutba,Al Haara,?? ??????,33.0376159091,40.2842539118,4,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2102006,231,Anbar,Al-Rutba,Al Wadi,?? ??????,33.0396642122,40.2834982053,11,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
2102008,167,Anbar,Al-Rutba,Antesar,?? ????????,33.0312656362,40.2992709629,23,138,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
2102014,166,Anbar,Al-Rutba,Hay Al Meethagh,?? ???????,33.0319735383,40.2903272855,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2102016,233,Anbar,Al-Rutba,Hay Al-Matar,?? ??????,33.0346108437,40.2865528542,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2103003,252,Anbar,Ana,Al Tadamon,?? ???????,34.3642801291,41.9814530930,10,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2103005,250,Anbar,Ana,Hay Al Nasir,?? ?????,34.3677942229,41.9927200470,18,108,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18
2103006,251,Anbar,Ana,Hay Al Qadissiyah,?? ????????,34.3774908898,41.9833746183,7,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2103007,253,Anbar,Ana,Hay Al Salam,?? ??????,34.3715056091,41.9749012794,6,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
2103010,247,Anbar,Ana,Rayhana,???? ????????,34.3407346017,42.0269220023,32,192,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32
2104003,23861,Anbar,Ra'ua,Al-Hidayah,?? ???????,34.4754656512,41.9133100809,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2104008,23859,Anbar,Ra'ua,Hay Raua Al-Jadida,?? ???? ?????,34.4840497380,41.9248352108,6,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2105002,107,Anbar,Falluja,Al Amiriyah,???????? ,33.1787572967,43.8581110401,6,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2105008,23276,Anbar,Falluja,Habbaniya Tourist City camp,???? ??????? ???????? ????????,33.2533049168,43.5845415006,1325,7950,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,734
2105018,26036,Anbar,Falluja,Al-Amirya-Albu Jasim,????????,33.1985825065,43.8994256428,51,306,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
2105019,26037,Anbar,Falluja,Al-Amirya-Albu Jwad,????????,33.1511765727,43.9914167207,209,1254,21,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,31,101,77,0,0
2105031,21226,Anbar,Falluja,Albu Hori,????????,33.1584538531,43.8916708330,84,504,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,44,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
2105043,21410,Anbar,Falluja,Al-Huraimat,???????? ,33.1528932255,44.0020166636,21,126,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
2105069,26084,Anbar,Falluja,Al-Amirya-Al Betra,??????,33.1146127261,44.0506568150,100,600,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
2105070,26091,Anbar,Falluja,Al-Amirya-Al Hmedin,????????,33.1581146404,43.9370036385,146,876,17,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,129,0,0,0,0,0,0,0,0,0,0,0,129,17,0,0,0
2105071,26092,Anbar,Falluja,Al-Amirya-Al Mouilha,????????,33.1369872639,43.9652844016,265,1590,25,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,85,0,0,40,140,0,0,0
2105073,26085,Anbar,Falluja,Al-Amirya-Albu Jaber,????????,33.1211464337,44.0423669687,99,594,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
2105074,26090,Anbar,Falluja,Al-Amirya-Albu Mrir,????????,33.1998835432,43.9247147933,102,612,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0
2105075,26088,Anbar,Falluja,Al-Amirya-Albu Saleh,????????,33.1430931291,44.0211612376,246,1476,49,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,237,9,0,0,0
2105076,26087,Anbar,Falluja,Al-Amirya-Albu Salman,??????????,33.1564526269,44.0013657765,196,1176,24,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,172,0,0,0,0,0,0,0,0,0,0,0,61,135,0,0,0
2105077,26093,Anbar,Falluja,Al-Amirya-Tal Ghatas,?? ????,33.1809296607,43.9232902545,80,480,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,70,0,0
2105078,26089,Anbar,Falluja,Albu Dhaher-Albu Dhaher,????????,33.1886308442,43.9069398924,79,474,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0
2105082,27246,Anbar,Falluja,Amriyat Al-Fallujah Camp,???? ?????? ???????,33.1453082808,43.8491020811,3466,20796,3354,40,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1776,650,700
2105088,31877,Anbar,Falluja,Al-Ekhaa Compaund,???? ?????? ??????,33.1640239928,43.8626614926,31,186,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
2106001,24112,Anbar,Haditha,Al Furat Complex,???? ??????,34.0962229383,42.3603026445,15,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0
2106011,245,Anbar,Haditha,Bani Dahir,?? ??? ????,34.1067330190,42.3820747135,23,138,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
2106013,24117,Anbar,Haditha,Haqlaniyah-Hay Al-Faroq,?? ???????-???????,34.0834106939,42.3581310230,24,144,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,24,0,0,0,0,0,0,0
2106017,23819,Anbar,Haditha,Hay Al Haqlaniyah Qadim,?? ??????? ???????,34.0877340757,42.3687701489,28,168,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,18
2106022,24316,Anbar,Haditha,Hay Al Salam,?? ??????,34.0892871524,42.3569106984,14,84,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2106023,236,Anbar,Haditha,Hay Al Saray,?? ??????,34.1390551393,42.3805326522,40,240,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0
2106026,241,Anbar,Haditha,Hay Al Shurta,?? ??????,34.1026508933,42.3748699559,20,120,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0
2106028,244,Anbar,Haditha,Hay Al Yarmuk,?? ???????,34.1419367090,42.3732961536,95,570,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,27,0,0,0,0,95,0,0,0,0,0,0,0
2106033,23892,Anbar,Haditha,Hay al-malab,?? ??????,34.1323048875,42.3705192432,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2106034,23806,Anbar,Haditha,Hay Al-Mulameen,?? ????????,34.1348824618,42.3655574864,26,156,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0
2106038,79,Anbar,Haditha,Hay Al-Subhani,?? ????????,34.1129137050,42.3840228395,28,168,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,20
2106039,23808,Anbar,Haditha,Hay Al-Thamaniya,?? ????????,34.1508350741,42.3807660705,28,168,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,18
2107013,152,Anbar,Heet,Al Muhamdee,??????? ,33.5595164852,42.8986077448,34,204,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,9,0,25,0,0,9,0,0,0,0
2107026,23826,Anbar,Heet,Al-Khaldiyah,???????? ,33.7029705396,42.7394858481,24,144,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2107027,23832,Anbar,Heet,Al-Mamora,????????,33.6288971366,42.7963425637,6,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2107030,21323,Anbar,Heet,Al-Mujama Al-Sakani,???? ??????,33.9211734022,42.5257107749,15,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0
2107031,23827,Anbar,Heet,Al-Qalqalah,?????? ,33.6428989134,42.8228038684,72,432,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,37
2107036,312,Anbar,Heet,Al-Ummal,?????? ,33.6341557212,42.8277877448,10,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0
2107045,228,Anbar,Heet,Hay al Jury,?????,33.6372107136,42.8279260543,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2107051,218,Anbar,Heet,Hay Al-Etfaa,?? ???????,33.6323133738,42.8310120375,13,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2107053,219,Anbar,Heet,Hay Al-Jabal,????? ,33.6389288487,42.8183315003,9,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2107056,21231,Anbar,Heet,Hay Al-Qadisiyah,????????,33.6364009536,42.8394496203,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
2107061,226,Anbar,Heet,Hay Al-Zuhoor,?? ??????,33.5864456166,42.6158645507,4,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2107067,191,Anbar,Heet,Mualmeen,????????,33.6447944332,42.8122487902,94,564,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,67
2108001,308,Anbar,Ramadi,5 Kilo,?????? ????,33.4211500030,43.2477267506,129,774,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
2108005,23889,Anbar,Ramadi,7 Killo-al-mojamaa al-sakany,?????? ????-?????? ??????,33.4141319720,43.1907444337,98,588,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2108006,23858,Anbar,Ramadi,Abu Fless,??? ???? ,33.3927054091,43.5433372374,57,342,38,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
2108007,24730,Anbar,Ramadi,Al Khulafaa,???????,33.3921648796,43.5142058529,24,144,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
2108011,115,Anbar,Ramadi,Al Sofeya,???????,33.4403106644,43.3289539700,225,1350,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2108013,24729,Anbar,Ramadi,Al Urobah,???????,33.3868943977,43.5131606320,12,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
2108017,21227,Anbar,Ramadi,Al-Jeraishi,????????,33.4549516035,43.2878291345,75,450,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2108023,23853,Anbar,Ramadi,Hay Al-Madani,???? ?????? ,33.3781144027,43.5960899386,8,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0
2108024,21409,Anbar,Ramadi,Hay Al-Salam,??????,33.3696113328,43.5365480530,15,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
2108025,23855,Anbar,Ramadi,Hay Al-Umal,?? ?????? ,33.3868343900,43.6000291017,20,120,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
2108027,182,Anbar,Ramadi,Qadisiya-1,???????? ??????,33.4124496864,43.2767984783,87,522,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2108029,20901,Anbar,Ramadi,Sin Al-Thubban,?? ??????,33.3697208904,43.6150047561,4,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2108030,184,Anbar,Ramadi,Warar,??????,33.4320062434,43.2787506769,140,840,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2108061,23856,Anbar,Ramadi,Zoyaha Al-Thuban,???? ??????,33.3868549059,43.6037445264,10,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2201004,21767,Babylon,Al-Mahawil,Abu Sudairah,??? ?????,32.6509234670,44.4161807955,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
2201012,24517,Babylon,Al-Mahawil,Al-lubat,???????,32.5348093793,44.4890517158,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2201014,24299,Babylon,Al-Mahawil,Al Qasabah Al Kadimah,????? ??????-?????? ???????,32.6656363700,44.5092410800,3,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0
2201015,22372,Babylon,Al-Mahawil,Al Rashayed,???????,32.7451200000,44.7658900000,5,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,1,0,0,0,0,0
2201023,24467,Babylon,Al-Mahawil,Alazawea,????????,32.5752565972,44.4235849390,4,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0
2201024,24465,Babylon,Al-Mahawil,Albada-hay Alaskari,?????-?? ???????,32.6930072398,44.4112189329,5,30,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0
2201031,23941,Babylon,Al-Mahawil,Al-Jadrjy,????????,32.6016414749,44.3689301078,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
2201032,25712,Babylon,Al-Mahawil,Al-Jazra,??????,32.6573779703,44.3963204027,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
2201033,25617,Babylon,Al-Mahawil,Al-Mahawil-Hay Al-Mashtal,?? ??????,32.6662899350,44.3966678294,4,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
2201038,24469,Babylon,Al-Mahawil,Barnon-Al Qasabah Al kadima,?????-?????? ???????,32.5696869922,44.4076938132,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
2201040,23964,Babylon,Al-Mahawil,Btt Merry,??? ????,32.6253335574,44.3927187922,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0
2201041,23942,Babylon,Al-Mahawil,Btt Wahby,??? ????,32.6008760797,44.4112424628,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2201042,7231,Babylon,Al-Mahawil,Findhiya,???????,32.5889927984,44.4269914932,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2201043,24960,Babylon,Al-Mahawil,Hay Al Farook,?? ???????,32.6502043954,44.4124639973,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
2201046,20927,Babylon,Al-Mahawil,Hay Al-Askari,?? ??????? ,32.6651003144,44.4058474278,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
2201047,7202,Babylon,Al-Mahawil,Hay Al-Intisar,?? ????????,32.6527116363,44.4085546079,3,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0
2201065,7169,Babylon,Al-Mahawil,Hay Al Zahraa,?? ???????-??????-,32.6490706604,44.4059836563,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
2201066,26094,Babylon,Al-Mahawil,Hay Al-Jamhoreiah,?? ????????,32.6616446883,44.4015006321,5,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
2201068,26096,Babylon,Al-Mahawil,Hay Al-Noor,?? ?????,32.6477539631,44.4086858828,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
2201072,28455,Babylon,Al-Mahawil,Hay Al Rasool,?? ??????,32.6505578057,44.4092517323,4,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
2201073,29509,Babylon,Al-Mahawil,Hay Al-Ameer-Al Niel,?? ??????-?????,32.5405671155,44.5471588539,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2201074,29518,Babylon,Al-Mahawil,Hay Al-Neil,?? ?????,32.5420590071,44.5494991900,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
2201075,29510,Babylon,Al-Mahawil,Hay Al-Murtadha,?? ???????,32.5410519798,44.5440999202,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0
2201076,29511,Babylon,Al-Mahawil,Hay Al-Karama,?? ???????,32.5422031228,44.5498075632,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
2201079,29578,Babylon,Al-Mahawil,Al Mansoory,????????,32.7489960952,44.4115258335,10,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0
2201080,29699,Babylon,Al-Mahawil,Hay Al Shuhadaa,?? ???????,32.6658329039,44.4013574260,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2202001,7128,Babylon,Al-Musayab,Abo Luka,????? ??????????-???????,32.8052636137,44.3030236059,95,570,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,65,0,30,0,0,0,0
